,tweet,source,created_at,compound,positive,neutral,negative
434,😍 Photographs of golden retriever puppies playing with lion and tiger cubs at a wildlife park in Beijing are meltin… https://t.co/1Qfwlhs37j,@BBC,2018-08-26 09:26:05+00:00,0.2023,0.091,0.909,0.0
435,🥓🍳 @Libertines frontman @PeteDoherty will have his name inscribed on a wall of fame in a Margate cafe after scoffin… https://t.co/I9URg2sXjn,@BBC,2018-08-26 09:08:05+00:00,0.4404,0.139,0.861,0.0
436,"This father and son thought they were going to die at sea. 
Then 13 year old Joe did something incredible. 
(via… https://t.co/ygLkik2sjB",@BBC,2018-08-26 08:00:14+00:00,-0.5994,0.0,0.843,0.157
437,RT @BBCWorld: US Senator John McCain dies aged 81 https://t.co/Sge1AtsTtk,@BBC,2018-08-26 07:42:20+00:00,0.0,0.0,1.0,0.0
438,🦎🎨 How do chameleons change colour?  https://t.co/4fbUTZLbO7,@BBC,2018-08-26 07:12:02+00:00,0.0,0.0,1.0,0.0
439,"Three friends decide to turn their fantasy vacation into reality after one of their group gets engaged. 🎬🍿

Zindagi… https://t.co/73RISRIQPx",@BBC,2018-08-25 21:01:07+00:00,0.7003,0.244,0.756,0.0
440,❤️🦔 All animals need someone like Joan! https://t.co/45ldsfXqNC,@BBC,2018-08-25 18:07:04+00:00,0.4199,0.285,0.715,0.0
441,RT @bbcstories: From slave plantations to #nottinghillcarnival2018 - How steel pans brought harmony to Europe’s biggest Caribbean event. ht…,@BBC,2018-08-25 17:18:16+00:00,0.4019,0.137,0.863,0.0
442,RT @BBCOne: Love. Sex. It's complicated. This is #Wanderlust. https://t.co/rnZLvWi0JT,@BBC,2018-08-25 17:18:08+00:00,0.6369,0.318,0.682,0.0
443,"Is identity different online? 

@BBCThree spoke to four of the most followed young Asian influencers in the country… https://t.co/D15TpRXt2X",@BBC,2018-08-25 17:00:19+00:00,0.0,0.0,1.0,0.0
444,💃🕺 Meet the dancer bringing 'rent parties' from Harlem to the UK. https://t.co/hXpLZXNXnc,@BBC,2018-08-25 16:00:15+00:00,0.4019,0.184,0.816,0.0
445,"🐦📸 Vibrant pink flamingos triumphed over diving gannets and hungry robins, taking top spot in 2018's Bird Photograp… https://t.co/fbkCntCFjY",@BBC,2018-08-25 15:02:06+00:00,0.8271,0.393,0.607,0.0
446,"""I want you guys to sing it so loud Chester can hear you, are you ready to do that?""

💔 @MikeShinoda's… https://t.co/rHda95PHNg",@BBC,2018-08-25 14:42:30+00:00,0.4215,0.167,0.833,0.0
447,🍻 + 🧘‍♀️🧘‍♂️ = 😊 https://t.co/n3nkO3TkhD,@BBC,2018-08-25 14:00:15+00:00,0.0,0.0,1.0,0.0
448,"😋🍫@BegumNadiya's tear'n'share mocha swirls are guaranteed to put a smile on your face. 
#NadiyasFamilyFavourites https://t.co/xmbPUB13wF",@BBC,2018-08-25 13:00:20+00:00,0.3612,0.161,0.839,0.0
449,"🎨 The women impressionists forgotten by history.
👉 https://t.co/tCmgdobORS https://t.co/5tJAw51rHf",@BBC,2018-08-25 12:00:17+00:00,-0.1027,0.16,0.638,0.202
450,"❄️🌝 Scientists say they have definitive evidence for water-ice on the surface of the Moon.
👉 https://t.co/3vkqKzkmRT https://t.co/sdTP7tdpK5",@BBC,2018-08-25 11:07:04+00:00,0.0,0.0,1.0,0.0
451,RT @BBCR1: What's you're all-time favourite Reading &amp; Leeds performance? @paramore? @BiffyClyro? @Nirvana? @ArcticMonkeys? @disclosure? @fo…,@BBC,2018-08-25 09:45:20+00:00,0.0,0.0,1.0,0.0
452,"Of all your education, a very few specific skills will determine the rationality of your decision making. 

Take… https://t.co/kosxQqPPRi",@BBC,2018-08-25 09:00:19+00:00,0.0,0.0,1.0,0.0
453,"Five-year-old Otto competed in a para-triathlon seven months after major surgery on his spine. 

❤️ He wanted to ra… https://t.co/Brxs6na4eN",@BBC,2018-08-25 08:00:06+00:00,0.0,0.0,1.0,0.0
454,"The story of how British Asians came of age as they found their voice and identity. 🎶

Pump Up the Bhangra: The Sou… https://t.co/UooVjCCTRM",@BBC,2018-08-24 20:03:07+00:00,0.0,0.0,1.0,0.0
455,"😂🗞 It's India's favourite newspaper... The Delhi Mail!  
#GoodnessGraciousMe https://t.co/z8FpkFoFE9",@BBC,2018-08-24 18:02:07+00:00,0.0,0.0,1.0,0.0
456,"Me leaving work in a calm and orderly fashion ahead of the  🎉THREE 🎉DAY 🎉WEEKEND 🎉

#FridayFeeling #BankHoliday https://t.co/x9zFn90J3W",@BBC,2018-08-24 15:59:00+00:00,0.3182,0.126,0.874,0.0
457,RT @BBCTwo: Happy Birthday @StephenFry! Here’s one of our favourite clips ever featuring your good self and a rather randy parrot… 😂😳 https…,@BBC,2018-08-24 14:58:04+00:00,0.784,0.256,0.744,0.0
458,"RT @BBCOne: Find your dancing shoes 👞 👠

#Strictly returns to BBC One soon. @bbcstrictly. https://t.co/yqOYHGXMqP",@BBC,2018-08-24 14:22:04+00:00,0.0,0.0,1.0,0.0
459,"🌡 The next few years could be 'anomalously warm', according to a new study.
👉 https://t.co/jKfnBaFiCA https://t.co/GHZglCJXGS",@BBC,2018-08-24 13:07:53+00:00,0.0,0.0,1.0,0.0
460,"😂 When you catch your wife reading the Victorian version of 50 Shades Of Grey. 
#Quacks https://t.co/WsShUpzOJm",@BBC,2018-08-24 12:01:06+00:00,0.0516,0.074,0.926,0.0
461,🧀 A substance found by archaeologists working in an Ancient Egyptian tomb has proved to be one of the oldest cheese… https://t.co/1e3wwLTYzw,@BBC,2018-08-24 11:00:12+00:00,0.0,0.0,1.0,0.0
462,@BBCTravelShow is on @BBCiPlayer now! https://t.co/vORksfNnB7 🍉🐻,@BBC,2018-08-24 08:43:01+00:00,0.0,0.0,1.0,0.0
463,More than half of Borneo's orangutans have perished since 1999; their habitats destroyed to make way for palm oil p… https://t.co/K4hcJybtsU,@BBC,2018-08-24 08:00:15+00:00,-0.4939,0.0,0.862,0.138
464,"15-20% of US contact lens users dispose of them in bathroom drains, increasing plastic pollution in the environment… https://t.co/xTvugVsIBd",@BBC,2018-08-24 07:27:06+00:00,0.0,0.0,1.0,0.0
465,😮🙌🗼 Not what you'd normally find in a back garden... https://t.co/Qo13wjnFO9,@BBC,2018-08-24 07:00:10+00:00,0.0,0.0,1.0,0.0
466,🍓🤖 Meet the strawberry picking robot. https://t.co/oVL1eYXeBt,@BBC,2018-08-23 19:00:22+00:00,0.0,0.0,1.0,0.0
467,"Twenty familiar faces from the worlds of show business, music and sport compete to win the 2018 title... Celebrity… https://t.co/b8ah90rqci",@BBC,2018-08-23 18:02:06+00:00,0.5859,0.167,0.833,0.0
468,Would you travel to Japan to meet Melonbear? https://t.co/aiiuz98vMp,@BBC,2018-08-23 17:31:00+00:00,0.0,0.0,1.0,0.0
469,"RT @BBCOne: Be a nice person ✅
Never give up ✅
Answer back ✅

And other valuable life advice from @LennyHenry! https://t.co/pYyyfqeKOq",@BBC,2018-08-23 16:01:05+00:00,0.7345,0.279,0.721,0.0
470,"Do you give a fork? 🍴
#PlasticsAction https://t.co/Zs6OXgNdM6",@BBC,2018-08-23 16:00:00+00:00,0.0,0.0,1.0,0.0
471,"RT @BBCNews: GCSE results day is stressful for a lot of people 😖

Here are some tips on how to cope https://t.co/zjny0yFCjX https://t.co/io…",@BBC,2018-08-23 15:55:24+00:00,-0.5106,0.0,0.858,0.142
472,"RT @bbcpress: 🎬 @BBCThree's #Fleabag series two cast announced as filming commences, with Andrew Scott joining the show: https://t.co/nH6LF…",@BBC,2018-08-23 15:49:59+00:00,0.0,0.0,1.0,0.0
473,"South Korean boy band @BTS_twt will appear in the 2019 edition of the Guinness Book of World Records - twice! 
👉… https://t.co/DkTcQLeqJD",@BBC,2018-08-23 14:27:01+00:00,0.0,0.0,1.0,0.0
474,"RT @BBC_Teach: Did you know that GCSEs are 30 years old this year?

Take a trip down memory lane with this 1988 clip from John Craven's New…",@BBC,2018-08-23 13:08:17+00:00,0.0,0.0,1.0,0.0
475,"From 'preating' to 'orbiting' - which toxic dating trend are you guilty of?
👉 https://t.co/O4dQkQAqlM https://t.co/p39IuVrUVI",@BBC,2018-08-23 13:00:22+00:00,-0.4215,0.0,0.823,0.177
476,🐶🍦 Almost too adorable to eat... https://t.co/Cf3gUwmFqH,@BBC,2018-08-23 12:03:06+00:00,0.4445,0.327,0.673,0.0
477,"😲 A woman has had a contact lens removed from her eyelid 28 years after it was thought to have fallen out.
👉… https://t.co/okaXLrAjDn",@BBC,2018-08-23 11:00:19+00:00,-0.3612,0.0,0.889,0.111
478,"RT @BBCOne: Walking in on your mum. The last thing you want to see. Ever.

#Wanderlust starring Toni Collette explores love and forbidden d…",@BBC,2018-08-23 09:56:02+00:00,0.4019,0.188,0.717,0.096
479,"RT @BBC6Music: #AllDayRave
Thursday with...
6am @graemepark
7am @DirkandJurgen w/ @shaunwkeaveny &amp; @nemonemetaxas 
10am @laurenlaverne w/ @…",@BBC,2018-08-23 09:15:16+00:00,0.0,0.0,1.0,0.0
480,"RT @BBC6Music: We’re ‘aving a rave! 🙌
All day today we’re celebrating 30 years of UK club culture. No playlist, plenty of your requests and…",@BBC,2018-08-23 09:09:35+00:00,0.4199,0.147,0.772,0.081
481,"RT @BBC_Teach: It's #gcseresultsday2018

#BBCMindSet are live NOW with support and advice to help you choose your next step 

Just click he…",@BBC,2018-08-23 08:55:54+00:00,0.6597,0.213,0.787,0.0
482,"This woman is the best thing since sliced bread.
(via @BBCThree) https://t.co/1TUeJRVuJs",@BBC,2018-08-23 08:00:08+00:00,0.6369,0.276,0.724,0.0
483,Examination of a mummy has revealed the original ancient Egyptian embalming recipe - first used to preserve bodies.… https://t.co/m4dEcDrGEY,@BBC,2018-08-23 07:25:03+00:00,0.3182,0.126,0.874,0.0
484,"🦔 💕 Only one in 100,000 hedgehogs are born with the recessive gene for albinism. https://t.co/os5fY2IdID",@BBC,2018-08-23 07:00:06+00:00,0.0,0.0,1.0,0.0
485,Meet the brothers who customise millions of pounds worth of supercars… and live at home with Mum and Dad. https://t.co/GKWVG8MN9K,@BBC,2018-08-22 18:01:04+00:00,0.2263,0.091,0.909,0.0
486,"NEWS JUST IN: TV is dead. 

#TheLennyHenryBirthdayShow | 8pm | @BBCOne https://t.co/BcAdHUwEFT",@BBC,2018-08-22 17:03:05+00:00,-0.6486,0.0,0.677,0.323
487,How Vince’s experience as a Paralympian led him to set up a company making bespoke wheelchairs. https://t.co/oiij2R8Auk,@BBC,2018-08-22 16:03:06+00:00,0.0,0.0,1.0,0.0
488,RT @BBCRadio4: Venezuela is desperately trying to stop out-of-control prices. Here’s how they got to where they were before the new currenc…,@BBC,2018-08-22 16:01:01+00:00,-0.5859,0.0,0.806,0.194
489,"Cases of measles in Europe have hit a record high with 41,000 people infected in the first six months of 2018, acco… https://t.co/pmnPXDndJI",@BBC,2018-08-22 14:08:06+00:00,-0.4939,0.0,0.868,0.132
490,"RT @BBCTwo: By order of the #PeakyBlinders, we hereby issue @BBCOne with full membership to the Shelby family business! Welcome to the gang…",@BBC,2018-08-22 13:32:04+00:00,0.5093,0.13,0.87,0.0
491,"RT @BBCOne: Power. Protection. Trust. Threat.

Get ready for #Bodyguard. Starts Sunday 26th and Monday 27th August, 9pm, on @BBCOne.

Starr…",@BBC,2018-08-22 13:13:18+00:00,0.34,0.213,0.662,0.125
492,"More than half (56%) of UK workers believe they are monitored by their boss at work, research from the TUC claims.… https://t.co/BPKwk9iEwL",@BBC,2018-08-22 13:00:24+00:00,0.0,0.0,1.0,0.0
493,RT @BBC6Music: Which tunes would you add to this list? #AllDayRave  https://t.co/1izIOoaqod,@BBC,2018-08-22 12:15:45+00:00,0.0,0.0,1.0,0.0
494,Inside Shanghai’s marriage market where parents set their children up on blind dates. https://t.co/CHpIBNc16h,@BBC,2018-08-22 12:02:05+00:00,-0.4019,0.0,0.828,0.172
495,"RT @bbcpress: ""By order of the #PeakyBlinders."" @ThePeakyBlinder moves to @BBCOne: https://t.co/VUCZAOjIX1 #EdTVFest https://t.co/fEA0Rv7ihh",@BBC,2018-08-22 11:30:59+00:00,0.0,0.0,1.0,0.0
496,More than a third of farmed fruit and vegetables never reaches supermarket shelves because it is misshapen or the w… https://t.co/10Bqhnzz8j,@BBC,2018-08-22 11:01:06+00:00,-0.0382,0.0,0.943,0.057
497,RT @BBCTheOneShow: That time Sir @LennyHenry bumped into the Queen of Soul in an airport! 🌹 https://t.co/QDXsgrA2nX,@BBC,2018-08-22 10:53:23+00:00,0.0,0.0,1.0,0.0
498,🦎🎨 How do chameleons change colour?  https://t.co/4fbUTZLbO7,@BBC,2018-08-22 08:00:09+00:00,0.0,0.0,1.0,0.0
499,"There is high public support for using the tax system to reduce waste from single-use plastics, the Treasury says.… https://t.co/QPl3U2qmOj",@BBC,2018-08-22 07:28:08+00:00,0.1779,0.185,0.7,0.115
